data_type,timestamp,EEG1,EEG2,EEG3,EEG4
alpha_relative,1580237606174449,0.15411764865008637,0.09354243796282777,0.26380459056240235,0.16576339045790087
beta_relative,1580237606174955,0.2138662193640844,0.07300305356147883,0.12667951546521564,0.09313719676221428
theta_relative,1580237606175454,0.1090257218919588,0.10447376730073615,0.21230101919594738,0.22146090831552434
isGood,1580237606176035,0.0,0.0,1.0,0.0
quality,1580237606176260,2.0,1.0,1.0,2.0
alpha_absolute,1580237606271832,0.40054507264148964,0.31435642867146046,-0.013965973675388505,0.6086021308892147
beta_absolute,1580237606272802,0.5428348904436071,0.20668877020002357,-0.3170781896922913,0.3582366722721334
theta_absolute,1580237606273625,0.25022166916475674,0.3623549996410878,-0.1079681032494132,0.7344105866773312
alpha_relative,1580237606274515,0.15411764865008637,0.09354243796282777,0.21617377069877536,0.16576339045790087
beta_relative,1580237606275341,0.2138662193640844,0.07300305356147883,0.10756990422824786,0.09313719676221428
theta_relative,1580237606275971,0.1090257218919588,0.10447376730073615,0.17410084076351556,0.22146090831552434
isGood,1580237606276689,0.0,0.0,1.0,0.0
quality,1580237606277147,2.0,1.0,1.0,2.0
alpha_absolute,1580237606373243,0.40054507264148964,0.31435642867146046,-0.011238084931564488,0.6086021308892147
beta_absolute,1580237606374182,0.5428348904436071,0.20668877020002357,-0.33470601911621933,0.3582366722721334
theta_absolute,1580237606374974,0.25022166916475674,0.3623549996410878,-0.09807293821638792,0.7344105866773312
alpha_relative,1580237606375635,0.15411764865008637,0.09354243796282777,0.17780882393164024,0.16576339045790087
beta_relative,1580237606376275,0.2138662193640844,0.07300305356147883,0.08442778106216363,0.09313719676221428
theta_relative,1580237606376899,0.1090257218919588,0.10447376730073615,0.14558561190332261,0.22146090831552434
isGood,1580237606377506,0.0,0.0,1.0,0.0
quality,1580237606377862,2.0,1.0,1.0,2.0
alpha_absolute,1580237606458571,0.40054507264148964,0.31435642867146046,-0.011238084931564488,0.6086021308892147
beta_absolute,1580237606460022,0.5428348904436071,0.20668877020002357,-0.3442250961027023,0.3582366722721334
theta_absolute,1580237606461049,0.25022166916475674,0.3623549996410878,-0.0406067334749545,0.7344105866773312
alpha_relative,1580237606462104,0.15411764865008637,0.09354243796282777,0.1435926350733279,0.16576339045790087
beta_relative,1580237606463060,0.2138662193640844,0.07300305356147883,0.06670296731580458,0.09313719676221428
theta_relative,1580237606463968,0.1090257218919588,0.10447376730073615,0.13420339941409593,0.22146090831552434
isGood,1580237606464907,0.0,0.0,1.0,1.0
quality,1580237606465467,2.0,1.0,1.0,2.0
alpha_absolute,1580237606621262,0.40054507264148964,0.31435642867146046,-0.011238084931564488,0.7317040502159418
beta_absolute,1580237606622467,0.5428348904436071,0.20668877020002357,-0.3520546648494943,0.5737100305069346
theta_absolute,1580237606623641,0.25022166916475674,0.3623549996410878,0.028710954715738764,0.9602207653876056
alpha_relative,1580237606624607,0.15411764865008637,0.09354243796282777,0.1198469389726724,0.19080592834273905
beta_relative,1580237606625445,0.2138662193640844,0.07300305356147883,0.05467771616512124,0.13261658627322215
theta_relative,1580237606626267,0.1090257218919588,0.10447376730073615,0.1313941366933696,0.32293013882597144
isGood,1580237606627061,0.0,0.0,1.0,1.0
quality,1580237606627501,2.0,1.0,1.0,2.0
alpha_absolute,1580237606707200,0.40054507264148964,0.31435642867146046,-0.011238084931564488,0.7673341488602836
beta_absolute,1580237606709456,0.5428348904436071,0.20668877020002357,-0.357239643295966,0.5513524922876165
theta_absolute,1580237606710723,0.25022166916475674,0.3623549996410878,0.08272414515726363,0.9443716699174575
alpha_relative,1580237606711715,0.15411764865008637,0.09354243796282777,0.10591272102872669,0.20406493645893573
beta_relative,1580237606712549,0.2138662193640844,0.07300305356147883,0.0477470525337264,0.12410427211335939
theta_relative,1580237606713292,0.1090257218919588,0.10447376730073615,0.13149533802772945,0.30676507175341866
isGood,1580237606714099,0.0,0.0,1.0,1.0
quality,1580237606714578,2.0,1.0,1.0,1.0
alpha_absolute,1580237606790510,0.40054507264148964,0.31435642867146046,-0.011238084931564488,0.7934924283023733
beta_absolute,1580237606791405,0.5428348904436071,0.20668877020002357,-0.35925269108858326,0.5318354704550579
theta_absolute,1580237606792071,0.25022166916475674,0.3623549996410878,0.11161956215003886,0.9196346618633601
alpha_relative,1580237606792755,0.15411764865008637,0.09354243796282777,0.09884447722476189,0.21199161123582938
beta_relative,1580237606793271,0.2138662193640844,0.07300305356147883,0.044354511722513215,0.11605442865798428
theta_relative,1580237606793841,0.1090257218919588,0.10447376730073615,0.13116261175598587,0.2834398498573605
isGood,1580237606794384,0.0,0.0,1.0,1.0
quality,1580237606794622,4.0,1.0,1.0,1.0
alpha_absolute,1580237606896700,0.40054507264148964,0.31435642867146046,-0.011238084931564488,0.7934924283023733
beta_absolute,1580237606897843,0.5428348904436071,0.20668877020002357,-0.3577388755913638,0.5318354704550579
theta_absolute,1580237606898685,0.25022166916475674,0.3623549996410878,0.12645496071605966,0.9196346618633601
alpha_relative,1580237606900701,0.15411764865008637,0.09354243796282777,0.09560379151990338,0.21199161123582938
beta_relative,1580237606902454,0.2138662193640844,0.07300305356147883,0.0430501159494462,0.11605442865798428
theta_relative,1580237606903524,0.1090257218919588,0.10447376730073615,0.13127080902249544,0.2834398498573605
isGood,1580237606906726,0.0,0.0,1.0,0.0
quality,1580237606908201,4.0,1.0,1.0,1.0
alpha_absolute,1580237606988727,0.40054507264148964,0.31435642867146046,-0.011238084931564488,0.7934924283023733
beta_absolute,1580237606989921,0.5428348904436071,0.20668877020002357,-0.35493790577090994,0.5318354704550579
theta_absolute,1580237606990758,0.25022166916475674,0.3623549996410878,0.14931942652494573,0.9196346618633601
alpha_relative,1580237606991430,0.15411764865008637,0.09354243796282777,0.09281729996298652,0.21199161123582938
beta_relative,1580237606992101,0.2138662193640844,0.07300305356147883,0.042065795856316826,0.11605442865798428
theta_relative,1580237606992700,0.1090257218919588,0.10447376730073615,0.13433415325304818,0.2834398498573605
isGood,1580237606993272,0.0,0.0,1.0,0.0
quality,1580237606993586,4.0,1.0,1.0,1.0
alpha_absolute,1580237607076851,0.40054507264148964,0.31435642867146046,0.04781692658470699,0.7934924283023733
beta_absolute,1580237607080225,0.5428348904436071,0.20668877020002357,-0.34730460715680567,0.5318354704550579
theta_absolute,1580237607081286,0.25022166916475674,0.3623549996410878,0.2280761789342537,0.9196346618633601
alpha_relative,1580237607085530,0.15411764865008637,0.09354243796282777,0.09544134210823457,0.21199161123582938
beta_relative,1580237607089355,0.2138662193640844,0.07300305356147883,0.038425099792786875,0.11605442865798428
theta_relative,1580237607095003,0.1090257218919588,0.10447376730073615,0.1445425759417838,0.2834398498573605
isGood,1580237607097968,0.0,0.0,1.0,0.0
quality,1580237607098519,4.0,1.0,1.0,1.0
alpha_absolute,1580237607221334,0.40054507264148964,0.31435642867146046,0.1400843955654093,0.7934924283023733
beta_absolute,1580237607223239,0.5428348904436071,0.20668877020002357,-0.3337387098898079,0.5318354704550579
theta_absolute,1580237607224186,0.25022166916475674,0.3623549996410878,0.38174692741992655,0.9196346618633601
alpha_relative,1580237607248341,0.15411764865008637,0.09354243796282777,0.09311334280537345,0.21199161123582938
beta_relative,1580237607250897,0.2138662193640844,0.07300305356147883,0.03127438749278947,0.11605442865798428
theta_relative,1580237607252226,0.1090257218919588,0.10447376730073615,0.16243306907684896,0.2834398498573605
isGood,1580237607253354,0.0,0.0,1.0,0.0
quality,1580237607256189,4.0,1.0,1.0,1.0
alpha_absolute,1580237607316036,0.40054507264148964,0.31435642867146046,0.1400843955654093,0.7934924283023733
beta_absolute,1580237607316967,0.5428348904436071,0.20668877020002357,-0.32984858444476783,0.5318354704550579
theta_absolute,1580237607317856,0.25022166916475674,0.3623549996410878,0.40432361924185645,0.9196346618633601
alpha_relative,1580237607318665,0.15411764865008637,0.09354243796282777,0.08824402502323136,0.21199161123582938
beta_relative,1580237607319977,0.2138662193640844,0.07300305356147883,0.02990558684436918,0.11605442865798428
theta_relative,1580237607320828,0.1090257218919588,0.10447376730073615,0.16215283004007783,0.2834398498573605
isGood,1580237607321652,0.0,0.0,0.0,0.0
quality,1580237607322088,4.0,1.0,1.0,1.0
alpha_absolute,1580237607415511,0.40054507264148964,0.31435642867146046,0.1400843955654093,0.7934924283023733
beta_absolute,1580237607417921,0.5428348904436071,0.20668877020002357,-0.3315243187405114,0.5318354704550579
theta_absolute,1580237607420816,0.25022166916475674,0.3623549996410878,0.42222101454178484,0.9196346618633601
alpha_relative,1580237607422860,0.15411764865008637,0.09354243796282777,0.08381160126231633,0.21199161123582938
beta_relative,1580237607424630,0.2138662193640844,0.07300305356147883,0.028294070012653678,0.11605442865798428
theta_relative,1580237607426127,0.1090257218919588,0.10447376730073615,0.16048733195621143,0.2834398498573605
isGood,1580237607427714,0.0,0.0,0.0,0.0
quality,1580237607428502,4.0,1.0,1.0,1.0
alpha_absolute,1580237607516422,0.40054507264148964,0.31435642867146046,0.1400843955654093,0.7827067474772634
beta_absolute,1580237607521302,0.5428348904436071,0.20668877020002357,-0.33944682729096926,0.5056908790478379
theta_absolute,1580237607529887,0.25022166916475674,0.3623549996410878,0.4368614880768953,0.8969640034675623
alpha_relative,1580237607533561,0.15411764865008637,0.09354243796282777,0.07973453619159326,0.20880432355860304
beta_relative,1580237607535339,0.2138662193640844,0.07300305356147883,0.026431100708701732,0.11033762169986325
theta_relative,1580237607536947,0.1090257218919588,0.10447376730073615,0.15791506551665424,0.27164188971273645
isGood,1580237607538559,0.0,0.0,0.0,0.0
quality,1580237607542900,4.0,1.0,1.0,1.0
alpha_absolute,1580237607610389,0.40054507264148964,0.31435642867146046,0.13705853368190923,0.6954879239142517
beta_absolute,1580237607612376,0.5428348904436071,0.20668877020002357,-0.3528251909744989,0.44891707656213087
theta_absolute,1580237607623445,0.25022166916475674,0.3623549996410878,0.4514879548793755,0.8487022893559361
alpha_relative,1580237607626731,0.15411764865008637,0.09354243796282777,0.07527621362900419,0.18971764772721844
beta_relative,1580237607628313,0.2138662193640844,0.07300305356147883,0.024365427825183982,0.10753179215243337
theta_relative,1580237607634527,0.1090257218919588,0.10447376730073615,0.155269869246664,0.26997409668068356
isGood,1580237607635857,0.0,0.0,0.0,0.0
quality,1580237607638305,4.0,1.0,1.0,1.0
alpha_absolute,1580237607674378,0.40054507264148964,0.31435642867146046,0.1112581766129631,0.6954879239142517
beta_absolute,1580237607676870,0.5428348904436071,0.20668877020002357,-0.3685843918354922,0.44891707656213087
theta_absolute,1580237607677890,0.25022166916475674,0.3623549996410878,0.46999665872666646,0.8487022893559361
alpha_relative,1580237607678941,0.15411764865008637,0.09354243796282777,0.06811619853814227,0.18971764772721844
beta_relative,1580237607682327,0.2138662193640844,0.07300305356147883,0.02256357101494998,0.10753179215243337
theta_relative,1580237607683476,0.1090257218919588,0.10447376730073615,0.15559258090755795,0.26997409668068356
isGood,1580237607684534,0.0,0.0,0.0,0.0
quality,1580237607685256,4.0,1.0,1.0,1.0
alpha_absolute,1580237607864043,0.40054507264148964,0.31435642867146046,0.06156643370247344,0.6954879239142517
beta_absolute,1580237607868599,0.5428348904436071,0.20668877020002357,-0.38346897976507666,0.44891707656213087
theta_absolute,1580237607873886,0.25022166916475674,0.3623549996410878,0.49180623534060625,0.8487022893559361
alpha_relative,1580237607878530,0.15411764865008637,0.09354243796282777,0.059749513286309085,0.18971764772721844
beta_relative,1580237607881585,0.2138662193640844,0.07300305356147883,0.021443662261214327,0.10753179215243337
theta_relative,1580237607882840,0.1090257218919588,0.10447376730073615,0.16090671684777574,0.26997409668068356
isGood,1580237607884113,0.0,0.0,0.0,0.0
quality,1580237607884994,4.0,1.0,1.0,1.0
alpha_absolute,1580237607920303,0.40054507264148964,0.31435642867146046,0.009041245642524606,0.6954879239142517
beta_absolute,1580237607921582,0.5428348904436071,0.20668877020002357,-0.3952956423516269,0.44891707656213087
theta_absolute,1580237607922654,0.25022166916475674,0.3623549996410878,0.5115456910374724,0.8487022893559361
alpha_relative,1580237607923658,0.15411764865008637,0.09354243796282777,0.053602268118608305,0.18971764772721844
beta_relative,1580237607927225,0.2138662193640844,0.07300305356147883,0.02112741089596475,0.10753179215243337
theta_relative,1580237607928702,0.1090257218919588,0.10447376730073615,0.17048556458638828,0.26997409668068356
isGood,1580237607929919,0.0,0.0,0.0,0.0
quality,1580237607930645,4.0,1.0,1.0,1.0
alpha_absolute,1580237608005896,0.40054507264148964,0.31435642867146046,0.07710613283418649,0.6954879239142517
beta_absolute,1580237608006805,0.5428348904436071,0.20668877020002357,-0.3428279392843256,0.44891707656213087
theta_absolute,1580237608007632,0.25022166916475674,0.3623549996410878,0.4979703814936374,0.8487022893559361
alpha_relative,1580237608008576,0.15411764865008637,0.09354243796282777,0.07026649377777537,0.18971764772721844
beta_relative,1580237608009422,0.2138662193640844,0.07300305356147883,0.026718631553120018,0.10753179215243337
theta_relative,1580237608010710,0.1090257218919588,0.10447376730073615,0.18518786802933365,0.26997409668068356
isGood,1580237608011993,0.0,0.0,1.0,0.0
quality,1580237608012658,4.0,1.0,1.0,1.0
alpha_absolute,1580237608114882,0.40054507264148964,0.31435642867146046,0.10175106282727119,0.6954879239142517
beta_absolute,1580237608118561,0.5428348904436071,0.20668877020002357,-0.2961398491816972,0.44891707656213087
theta_absolute,1580237608122717,0.25022166916475674,0.3623549996410878,0.4804486113665154,0.8487022893559361
alpha_relative,1580237608129820,0.15411764865008637,0.09354243796282777,0.0853085615425343,0.18971764772721844
beta_relative,1580237608130946,0.2138662193640844,0.07300305356147883,0.03412728246244554,0.10753179215243337
theta_relative,1580237608132015,0.1090257218919588,0.10447376730073615,0.20402818565265196,0.26997409668068356
isGood,1580237608135130,0.0,0.0,1.0,0.0
quality,1580237608136008,4.0,1.0,1.0,1.0
alpha_absolute,1580237608209151,0.40054507264148964,0.31435642867146046,0.11588136049480532,0.6954879239142517
beta_absolute,1580237608210094,0.5428348904436071,0.20668877020002357,-0.2576368363021982,0.44891707656213087
theta_absolute,1580237608210875,0.25022166916475674,0.3623549996410878,0.4637377187488336,0.8487022893559361
alpha_relative,1580237608211581,0.15411764865008637,0.09354243796282777,0.09969723972909125,0.18971764772721844
beta_relative,1580237608212222,0.2138662193640844,0.07300305356147883,0.04218566869212713,0.10753179215243337
theta_relative,1580237608212817,0.1090257218919588,0.10447376730073615,0.22209536369683017,0.26997409668068356
isGood,1580237608213430,0.0,0.0,1.0,0.0
quality,1580237608213777,4.0,1.0,1.0,1.0
alpha_absolute,1580237608291462,0.40054507264148964,0.31435642867146046,0.12012168424527757,0.6954879239142517
beta_absolute,1580237608293013,0.5428348904436071,0.20668877020002357,-0.22801130729489816,0.44891707656213087
theta_absolute,1580237608294241,0.25022166916475674,0.3623549996410878,0.4532659261510115,0.8487022893559361
alpha_relative,1580237608295340,0.15411764865008637,0.09354243796282777,0.10944036352699951,0.18971764772721844
beta_relative,1580237608296364,0.2138662193640844,0.07300305356147883,0.049095821967596584,0.10753179215243337
theta_relative,1580237608297373,0.1090257218919588,0.10447376730073615,0.2356794786963864,0.26997409668068356
isGood,1580237608298491,0.0,0.0,1.0,0.0
quality,1580237608299118,4.0,1.0,1.0,1.0
alpha_absolute,1580237608435487,0.40054507264148964,0.31435642867146046,0.12210506920896066,0.6954879239142517
beta_absolute,1580237608440393,0.5428348904436071,0.20668877020002357,-0.20960993034537403,0.44891707656213087
theta_absolute,1580237608447221,0.25022166916475674,0.3623549996410878,0.4451377917915366,0.8487022893559361
alpha_relative,1580237608454422,0.15411764865008637,0.09354243796282777,0.11480572143214827,0.18971764772721844
beta_relative,1580237608455783,0.2138662193640844,0.07300305356147883,0.05348703605483036,0.10753179215243337
theta_relative,1580237608456993,0.1090257218919588,0.10447376730073615,0.24154400032764284,0.26997409668068356
isGood,1580237608458185,0.0,0.0,1.0,0.0
quality,1580237608459066,4.0,1.0,1.0,1.0
alpha_absolute,1580237608539281,0.40054507264148964,0.31435642867146046,0.12404514700256813,0.6954879239142517
beta_absolute,1580237608540165,0.5428348904436071,0.20668877020002357,-0.1981676798967999,0.44891707656213087
theta_absolute,1580237608540993,0.25022166916475674,0.3623549996410878,0.42609984396340395,0.8487022893559361
alpha_relative,1580237608541779,0.15411764865008637,0.09354243796282777,0.11998708370214708,0.18971764772721844
beta_relative,1580237608542556,0.2138662193640844,0.07300305356147883,0.05713755745324994,0.10753179215243337
theta_relative,1580237608543205,0.1090257218919588,0.10447376730073615,0.240541045817717,0.26997409668068356
isGood,1580237608543835,0.0,0.0,1.0,0.0
quality,1580237608544171,4.0,1.0,1.0,1.0
alpha_absolute,1580237608633089,0.40054507264148964,0.31435642867146046,0.12845328685651308,0.6954879239142517
beta_absolute,1580237608637691,0.5428348904436071,0.20668877020002357,-0.1946344990438016,0.44891707656213087
theta_absolute,1580237608642661,0.25022166916475674,0.3623549996410878,0.33626585850478996,0.8487022893559361
alpha_relative,1580237608644269,0.15411764865008637,0.09354243796282777,0.1445444399176888,0.18971764772721844
beta_relative,1580237608645780,0.2138662193640844,0.07300305356147883,0.06869317734218193,0.10753179215243337
theta_relative,1580237608659897,0.1090257218919588,0.10447376730073615,0.23324586984161888,0.26997409668068356
isGood,1580237608663481,0.0,0.0,1.0,0.0
quality,1580237608664860,4.0,1.0,1.0,1.0
alpha_absolute,1580237608706388,0.40054507264148964,0.31435642867146046,0.09428542270799291,0.6954879239142517
beta_absolute,1580237608707715,0.5428348904436071,0.20668877020002357,-0.20124705076107324,0.44891707656213087
theta_absolute,1580237608708811,0.25022166916475674,0.3623549996410878,-0.06798135165630795,0.8487022893559361
alpha_relative,1580237608710007,0.15411764865008637,0.09354243796282777,0.3087004725014742,0.18971764772721844
beta_relative,1580237608711027,0.2138662193640844,0.07300305356147883,0.15631649939722994,0.10753179215243337
theta_relative,1580237608712049,0.1090257218919588,0.10447376730073615,0.2124567432325536,0.26997409668068356
isGood,1580237608713117,0.0,0.0,1.0,0.0
quality,1580237608713858,4.0,1.0,1.0,1.0
alpha_absolute,1580237608822411,0.40054507264148964,0.31435642867146046,0.09616942287028439,0.6954879239142517
beta_absolute,1580237608824630,0.5428348904436071,0.20668877020002357,-0.21334030326982384,0.44891707656213087
theta_absolute,1580237608826791,0.25022166916475674,0.3623549996410878,-0.08381335513889691,0.8487022893559361
alpha_relative,1580237608828424,0.15411764865008637,0.09354243796282777,0.30870706888322846,0.18971764772721844
beta_relative,1580237608831710,0.2138662193640844,0.07300305356147883,0.15136896732729826,0.10753179215243337
theta_relative,1580237608832926,0.1090257218919588,0.10447376730073615,0.2039688260084633,0.26997409668068356
isGood,1580237608838701,0.0,0.0,1.0,0.0
quality,1580237608840784,4.0,1.0,1.0,1.0
alpha_absolute,1580237608903879,0.40054507264148964,0.31435642867146046,0.09616942287028439,0.6954879239142517
beta_absolute,1580237608905328,0.5428348904436071,0.20668877020002357,-0.2242039978859157,0.44891707656213087
theta_absolute,1580237608906446,0.25022166916475674,0.3623549996410878,-0.09565505489232339,0.8487022893559361
alpha_relative,1580237608907484,0.15411764865008637,0.09354243796282777,0.30936612041316885,0.18971764772721844
beta_relative,1580237608908422,0.2138662193640844,0.07300305356147883,0.14794467234915198,0.10753179215243337
theta_relative,1580237608910527,0.1090257218919588,0.10447376730073615,0.19890617840508398,0.26997409668068356
isGood,1580237608911660,0.0,0.0,1.0,0.0
quality,1580237608912304,4.0,1.0,1.0,1.0
alpha_absolute,1580237609075156,0.40054507264148964,0.31435642867146046,0.09835683445938051,0.6954879239142517
beta_absolute,1580237609079846,0.5428348904436071,0.20668877020002357,-0.23286185610601645,0.44891707656213087
theta_absolute,1580237609085344,0.25022166916475674,0.3623549996410878,-0.10279210265760134,0.8487022893559361
alpha_relative,1580237609087020,0.15411764865008637,0.09354243796282777,0.3120067004051371,0.18971764772721844
beta_relative,1580237609088626,0.2138662193640844,0.07300305356147883,0.14552755408245452,0.10753179215243337
theta_relative,1580237609091553,0.1090257218919588,0.10447376730073615,0.19634280157480055,0.26997409668068356
isGood,1580237609092806,0.0,0.0,1.0,0.0
quality,1580237609093686,4.0,1.0,1.0,1.0
alpha_absolute,1580237609160035,0.40054507264148964,0.31435642867146046,0.09870076919513515,0.6954879239142517
beta_absolute,1580237609161055,0.5428348904436071,0.20668877020002357,-0.23913637724706466,0.44891707656213087
theta_absolute,1580237609161929,0.25022166916475674,0.3623549996410878,-0.10119584689592945,0.8487022893559361
alpha_relative,1580237609162727,0.15411764865008637,0.09354243796282777,0.3095755926994587,0.18971764772721844
beta_relative,1580237609163351,0.2138662193640844,0.07300305356147883,0.14220981342285,0.10753179215243337
theta_relative,1580237609163934,0.1090257218919588,0.10447376730073615,0.19537549753576758,0.26997409668068356
isGood,1580237609164524,0.0,0.0,1.0,0.0
quality,1580237609164831,4.0,1.0,1.0,1.0
alpha_absolute,1580237609266521,0.40054507264148964,0.31435642867146046,0.09870076919513515,0.6954879239142517
beta_absolute,1580237609278360,0.5428348904436071,0.20668877020002357,-0.24597856519881867,0.44891707656213087
theta_absolute,1580237609285566,0.25022166916475674,0.3623549996410878,-0.09389806772304597,0.8487022893559361
alpha_relative,1580237609291459,0.15411764865008637,0.09354243796282777,0.3022901036725125,0.18971764772721844
beta_relative,1580237609293006,0.2138662193640844,0.07300305356147883,0.13669247125042036,0.10753179215243337
theta_relative,1580237609294263,0.1090257218919588,0.10447376730073615,0.19401043643196264,0.26997409668068356
isGood,1580237609295522,0.0,0.0,1.0,0.0
quality,1580237609296454,4.0,1.0,1.0,1.0
alpha_absolute,1580237609332487,0.40054507264148964,0.31435642867146046,0.09870076919513515,0.6954879239142517
beta_absolute,1580237609333822,0.5428348904436071,0.20668877020002357,-0.25592592959104904,0.44891707656213087
theta_absolute,1580237609334883,0.25022166916475674,0.3623549996410878,-0.08940010785978124,0.8487022893559361
alpha_relative,1580237609335886,0.15411764865008637,0.09354243796282777,0.2957775043375957,0.18971764772721844
beta_relative,1580237609337295,0.2138662193640844,0.07300305356147883,0.13071891709719594,0.10753179215243337
theta_relative,1580237609338366,0.1090257218919588,0.10447376730073615,0.19180691628019003,0.26997409668068356
isGood,1580237609349810,0.0,0.0,1.0,1.0
quality,1580237609350769,4.0,1.0,1.0,1.0
alpha_absolute,1580237609443490,0.40054507264148964,0.31435642867146046,0.09870076919513515,0.6954879239142517
beta_absolute,1580237609444934,0.5428348904436071,0.20668877020002357,-0.2660560578877957,0.44891707656213087
theta_absolute,1580237609446264,0.25022166916475674,0.3623549996410878,-0.09356021926117943,0.8487022893559361
alpha_relative,1580237609447526,0.15411764865008637,0.09354243796282777,0.29288148848417667,0.18971764772721844
beta_relative,1580237609448600,0.2138662193640844,0.07300305356147883,0.12645473504764165,0.10753179215243337
theta_relative,1580237609450598,0.1090257218919588,0.10447376730073615,0.1881182519915586,0.26997409668068356
isGood,1580237609451669,0.0,0.0,1.0,1.0
quality,1580237609452307,4.0,1.0,1.0,1.0
alpha_absolute,1580237609515281,0.40054507264148964,0.31435642867146046,0.05408300691654426,0.6954879239142517
beta_absolute,1580237609518464,0.5428348904436071,0.20668877020002357,-0.28311191753529297,0.44891707656213087
theta_absolute,1580237609521898,0.25022166916475674,0.3623549996410878,-0.14222205521163261,0.8487022893559361
alpha_relative,1580237609523292,0.15411764865008637,0.09354243796282777,0.27973420151633893,0.18971764772721844
beta_relative,1580237609524555,0.2138662193640844,0.07300305356147883,0.12869173141166157,0.10753179215243337
theta_relative,1580237609528074,0.1090257218919588,0.10447376730073615,0.1780084039327576,0.26997409668068356
isGood,1580237609534777,0.0,0.0,1.0,1.0
quality,1580237609535820,4.0,1.0,1.0,2.0
alpha_absolute,1580237609644338,0.40054507264148964,0.31435642867146046,-0.04080798342101177,0.9944974913506719
beta_absolute,1580237609646420,0.5428348904436071,0.20668877020002357,-0.2678914738785166,0.6426800606175572
theta_absolute,1580237609648292,0.25022166916475674,0.3623549996410878,-0.20483277167687694,0.7906946967574671
alpha_relative,1580237609650173,0.15411764865008637,0.09354243796282777,0.24353320857934665,0.2522346169134128
beta_relative,1580237609651793,0.2138662193640844,0.07300305356147883,0.144369249969789,0.11219855367604975
theta_relative,1580237609653078,0.1090257218919588,0.10447376730073615,0.1669296191061725,0.15776181524182115
isGood,1580237609654503,0.0,0.0,1.0,1.0
quality,1580237609655087,4.0,1.0,1.0,2.0
alpha_absolute,1580237609758310,0.40054507264148964,0.31435642867146046,-0.17005637221117206,0.9944974913506719
beta_absolute,1580237609766528,0.5428348904436071,0.20668877020002357,-0.2069475451896297,0.6426800606175572
theta_absolute,1580237609771690,0.25022166916475674,0.3623549996410878,-0.25829876094439114,0.7906946967574671
alpha_relative,1580237609775316,0.15411764865008637,0.09354243796282777,0.19019071304954843,0.2522346169134128
beta_relative,1580237609777005,0.2138662193640844,0.07300305356147883,0.17470210331793862,0.11219855367604975
theta_relative,1580237609785180,0.1090257218919588,0.10447376730073615,0.15521972795180525,0.15776181524182115
isGood,1580237609786570,0.0,0.0,1.0,0.0
quality,1580237609787162,4.0,1.0,1.0,1.0
alpha_absolute,1580237609877224,0.40054507264148964,0.31435642867146046,-0.06283229230571032,0.9944974913506719
beta_absolute,1580237609878494,0.5428348904436071,0.20668877020002357,-0.11766512090524565,0.6426800606175572
theta_absolute,1580237609879569,0.25022166916475674,0.3623549996410878,-0.26495147505017574,0.7906946967574671
alpha_relative,1580237609880779,0.15411764865008637,0.09354243796282777,0.2156827847456647,0.2522346169134128
beta_relative,1580237609881797,0.2138662193640844,0.07300305356147883,0.1901002349400514,0.11219855367604975
theta_relative,1580237609884438,0.1090257218919588,0.10447376730073615,0.1354242064619626,0.15776181524182115
isGood,1580237609885351,0.0,0.0,1.0,0.0
quality,1580237609885881,2.0,1.0,1.0,1.0
alpha_absolute,1580237609951590,0.40054507264148964,0.31435642867146046,0.17669692467794337,0.9944974913506719
beta_absolute,1580237609966028,0.5428348904436071,0.20668877020002357,-0.029784754094404807,0.6426800606175572
theta_absolute,1580237609971628,0.25022166916475674,0.3623549996410878,-0.19461630964908425,0.7906946967574671
alpha_relative,1580237609973236,0.15411764865008637,0.09354243796282777,0.2892743477701206,0.2522346169134128
beta_relative,1580237609976586,0.2138662193640844,0.07300305356147883,0.1798159634424087,0.11219855367604975
theta_relative,1580237609977728,0.1090257218919588,0.10447376730073615,0.1230259390669031,0.15776181524182115
isGood,1580237609979172,0.0,0.0,1.0,0.0
quality,1580237609980561,2.0,1.0,1.0,1.0
alpha_absolute,1580237610043601,0.40054507264148964,0.31435642867146046,0.4010017709362228,0.9944974913506719
beta_absolute,1580237610044505,0.5428348904436071,0.20668877020002357,0.04087373870373823,0.6426800606175572
theta_absolute,1580237610045388,0.25022166916475674,0.3623549996410878,-0.0488290618479067,0.7906946967574671
alpha_relative,1580237610046182,0.15411764865008637,0.09354243796282777,0.3607401730909715,0.2522346169134128
beta_relative,1580237610046829,0.2138662193640844,0.07300305356147883,0.15742238111542892,0.11219855367604975
theta_relative,1580237610047417,0.1090257218919588,0.10447376730073615,0.12804531018811496,0.15776181524182115
isGood,1580237610048030,0.0,0.0,1.0,0.0
quality,1580237610048389,2.0,1.0,1.0,1.0
alpha_absolute,1580237610117701,0.40054507264148964,0.31435642867146046,0.529110622195701,0.9944974913506719
beta_absolute,1580237610122374,0.5428348904436071,0.20668877020002357,0.09624444708077792,0.6426800606175572
theta_absolute,1580237610127106,0.25022166916475674,0.3623549996410878,0.11793446639802883,0.7906946967574671
alpha_relative,1580237610128886,0.15411764865008637,0.09354243796282777,0.3868937118018304,0.2522346169134128
beta_relative,1580237610137123,0.2138662193640844,0.07300305356147883,0.1427991084758463,0.11219855367604975
theta_relative,1580237610138784,0.1090257218919588,0.10447376730073615,0.15011203598489198,0.15776181524182115
isGood,1580237610140703,0.0,0.0,1.0,0.0
